MenuItemId,Label,ParentMenu,Roles,ActionType,Reference,Shortcut,Order,Description,Icon
rid-auth-contr-file-group-user-form,Link User To Controller Level File Group,ContFileGroups,Authorizer,FORM,rid-auth-contr-file-group-user-form,,6,Link a user ID to a controller level file group to authorize the user.,
rid-del-contr-file-group-sid-form,Revoke Controller File Group Permission,ContFileGroups,Authorizer,FORM,rid-del-contr-file-group-sid-form,,7,Delete a user ID to controller level file group link to revoke authorization.,
ReadRevokeLog-2,Revoke Log,ContFileGroups,Authorizer,READ,read-revoke-log,,3,List the contents of the privileges revoke log.,
rid-upd-contr-file-group-name-form,Update Controller File Edit Group Details,ContFileGroups,Authorizer,FORM,rid-upd-contr-file-group-name-form,,3,Update a controller level file edit group name details.,
rid-upd-contr-file-group-sid-form,Update User To Controller File Group Link Notes,ContFileGroups,Authorizer,FORM,rid-upd-contr-file-group-sid-form,,8,Update the note for a user ID for a controller level file group link.,
contr-file-group-sids-form,Users for Controller File Group,ContFileGroups,Authorizer,FORM,contr-file-group-sids-form,,5,List all of the users for a given controller level file group.,
CreateDocId-5,Create Document ID,Contr-Docs,Controller,FORM,create-document-id,,1,Create a document ID,
Contr-Docs-Edit,Edit,Contr-Docs,Controller,,,,,,
recent-documents-form-1,Recently Created Documents,Contr-Docs,Controller,READ,recent-documents,,,Recently created documents.  Duration determined by the Recently Created Duration field in Global Settings.,
Contr-Docs-Search,Search,Contr-Docs,Controller,,,,,,
Contr-Docs-TGS,Transaction Groups By String,Contr-Docs,Controller,FORM,tr-group-contains-form,,,List transaction groups by string.,
rid-upd-transaction-group-form-1,Update Transaction Group Note,Contr-Docs,Controller,FORM,rid-upd-transaction-group-form,,,Update a transaction group note.,
Contr-Docs-Edit-Create,Create,Contr-Docs-Edit,Controller,,,,,,
CreateDocId-3,Create Document ID,Contr-Docs-Edit,Controller,FORM,create-document-id,,1,Create a document ID,
CreateDoc-1,Create Document ID & Edit Data,Contr-Docs-Edit,Controller,CHAIN,new-document,,1,Create a document and then open the metadata edit form,
Contr-Docs-Edit-Delete,Delete,Contr-Docs-Edit,Controller,,,,,,
EditDocumentData-1,Edit Document Data,Contr-Docs-Edit,Controller,FORM,form-edit-document-data,,3,Edit the metadata for a selected document ID.,
Contr-Docs-Edit-Update,Update,Contr-Docs-Edit,Controller,,,,,,
rid-ins-doc-gp-ed-perm-funct-form-3,Create a Doc Group Edit Permission To Function List Link,Contr-Docs-Edit-Create,Controller,FORM,rid-ins-doc-gp-ed-perm-funct-form,,52,Create a document group edit permission to function list record.,
rid-ins-doc-gp-ed-perm-people-form-2,Create Doc Group To Edit Permission People List Link,Contr-Docs-Edit-Create,Controller,FORM,rid-ins-doc-gp-ed-perm-people-form,,56,Create a document group to edit permission people list link record.,
rid-ins-doc-int-value-form-1,Create Doc Integer Value,Contr-Docs-Edit-Create,Controller,FORM,rid-ins-doc-int-value-form,,4,Create a document integer field value.,
rid-ins-doc-radiob-link-form-1,Create Doc Radio Button List Member Link,Contr-Docs-Edit-Create,Controller,FORM,rid-ins-doc-radiob-link-form,,7,Create a document radio button link.,
rid-ins-doc-real-value-form,Create Doc Real Number Value,Contr-Docs-Edit-Create,Controller,FORM,rid-ins-doc-real-value-form,,10,Create a document real number value.,
rid-ins-doc-text-value-form-1,Create Doc Text Value,Contr-Docs-Edit-Create,Controller,FORM,rid-ins-doc-text-value-form,,13,Create a document text value.,
rid-ins-contr-doc-group-link-form,Create Doc To Controller Doc Group Link,Contr-Docs-Edit-Create,Controller,FORM,rid-ins-contr-doc-group-link-form,,16,Link a document to a controller level document group.,
rid-ins-doc-group-link-restr-form-1,Create Doc To Doc Group Link for Connected User,Contr-Docs-Edit-Create,Controller,FORM,rid-ins-doc-group-link-restr-form,,19,Create a document to document group link. Only for document and document group for which the connected user has right to.,
rid-ins-doc-group-link-restr-form-3,Create Doc To Doc Group Link for Connected User,Contr-Docs-Edit-Create,Controller,FORM,rid-ins-doc-group-link-restr-form,,59,Create a document to document group link. Only for document and document group for which the connected user has right to.,
rid-ins-doc-function-link-form-1,Create Doc To Duty Function Link,Contr-Docs-Edit-Create,Controller,FORM,rid-ins-doc-function-link-form,,22,Create a document to duty function record.,
rid-ins-doc-funct-list-link-form-1,Create Doc To Function List Link,Contr-Docs-Edit-Create,Controller,FORM,rid-ins-doc-funct-list-link-form,,25,Create a document to Function List record.,
rid-ins-doc-multi-select-link-form-1,Create Doc To Multi-Select List List Member Link,Contr-Docs-Edit-Create,Controller,FORM,rid-ins-doc-multi-select-link-form,,29,Create a link record for a document to multi-select list List Member.,
rid-ins-doc-xref-form-3,Create Document Cross Reference Link,Contr-Docs-Edit-Create,Controller,FORM,rid-ins-doc-xref-form,,31,Create a document cross reference link. ,
rid-ins-doc-group-name-form-4,Create Document Group,Contr-Docs-Edit-Create,Controller,FORM,rid-ins-doc-group-name-form,,49,Create a new document group name.,
rid-ins-document-id-restr-form-1,Create Document ID (Editor Role),Contr-Docs-Edit-Create,Controller,FORM,rid-ins-document-id-restr-form,,1,Create a new document ID record. The document group name is mandatory and must be a document group for which the user already has edit permission.,
rid-ins-doc-people-list-link-form-1,Create Document To People List Link,Contr-Docs-Edit-Create,Controller,FORM,rid-ins-doc-people-list-link-form,,37,Create a document to people list record.,
rid-ins-file-doc-link-form-3,Create File To Doc Link,Contr-Docs-Edit-Create,Controller,FORM,rid-ins-file-doc-link-form,,40,Create a file-document link.,
rid-ins-tag-doc-link-form-3,Create Tag To Document Link,Contr-Docs-Edit-Create,Controller,FORM,rid-ins-tag-doc-link-form,,43,Create a new tag to document link. Authenticates for both controller and editor.,
rid-ins-transaction-group-form,Create Transaction Group,Contr-Docs-Edit-Create,Controller,FORM,rid-ins-transaction-group-form,,46,Create a new transaction group,
rid-del-doc-gp-ed-perm-funct-form-2,Delete Doc Group Edit Permission for Function List ,Contr-Docs-Edit-Delete,Controller,FORM,rid-del-doc-gp-ed-perm-funct-form,,54,Delete a record from a document group edit permission for function lists.,
rid-del-doc-gp-ed-perm-people-form-2,Delete Doc Group Edit Permission for People List Link,Contr-Docs-Edit-Delete,Controller,FORM,rid-del-doc-gp-ed-perm-people-form,,58,Delete a record from a document group edit permission for people lists.,
rid-del-doc-radiob-link-form,Delete Doc Radio Button List Member Link,Contr-Docs-Edit-Delete,Controller,FORM,rid-del-doc-radiob-link-form,,9,Delete a document radio button link.,
rid-del-doc-real-value-form-1,Delete Doc Real Number Field Link,Contr-Docs-Edit-Delete,Controller,FORM,rid-del-doc-real-value-form,,12,Delete a document to real number field link.,
rid-del-contr-doc-group-link-form,Delete Doc To Controller Doc Group Link,Contr-Docs-Edit-Delete,Controller,FORM,rid-del-contr-doc-group-link-form,,18,Delete a document to controller level document group link.,
rid-del-doc-group-link-restr-form-1,Delete Doc To Doc Group Link for Connected User,Contr-Docs-Edit-Delete,Controller,FORM,rid-del-doc-group-link-restr-form,,21,Delete a document to document group record. Only applies to documents and document groups for which the user has rights.,
rid-del-doc-group-link-restr-form-3,Delete Doc To Doc Group Link for Connected User,Contr-Docs-Edit-Delete,Controller,FORM,rid-del-doc-group-link-restr-form,,61,Delete a document to document group record. Only applies to documents and document groups for which the user has rights.,
rid-del-doc-to-function-link-form-1,Delete Doc To Duty Function Link,Contr-Docs-Edit-Delete,Controller,FORM,rid-del-doc-to-function-link-form,,24,Delete a document to duty function record.,
rid-del-doc-funct-list-link-form-1,Delete Doc To Function List Link,Contr-Docs-Edit-Delete,Controller,FORM,rid-del-doc-funct-list-link-form,,27,Delete a document to Function List record.,
rid-del-doc-int-value-form-1,Delete Doc To Integer Field Link,Contr-Docs-Edit-Delete,Controller,FORM,rid-del-doc-int-value-form,,6,Delete a document to integer field link.,
rid-del-doc-multi-select-link-form-1,Delete Doc To Multi-Select List List Member Link,Contr-Docs-Edit-Delete,Controller,FORM,rid-del-doc-multi-select-link-form,,28,Delete a document multi-select link record.,
rid-del-doc-text-value-form-1,Delete Doc To Text Field Link,Contr-Docs-Edit-Delete,Controller,FORM,rid-del-doc-text-value-form,,15,Delete a document to text field name link.,
rid-del-doc-xref-form-1,Delete Document Cross Reference Link,Contr-Docs-Edit-Delete,Controller,FORM,rid-del-doc-xref-form,,33,Delete a document cross reference link. ,
rid-del-doc-group-name-rstr-form,Delete Document Group,Contr-Docs-Edit-Delete,Controller,FORM,rid-del-doc-group-name-rstr-form,,51,Delete a document group. Only if the connected user has right to the document group.,
rid-del-document-id-form-5,Delete Document ID,Contr-Docs-Edit-Delete,Controller,FORM,rid-del-document-id-form,,2,Delete a document ID.,
rid-del-doc-people-list-link-form-3,Delete Document To People List Link,Contr-Docs-Edit-Delete,Controller,FORM,rid-del-doc-people-list-link-form,,39,Delete a document to people list record.,
rid-del-file-doc-link-form-2,Delete File To Doc Link,Contr-Docs-Edit-Delete,Controller,FORM,rid-del-file-doc-link-form,,42,Delete a file-document link.,
rid-del-tag-doc-link-form-3,Delete Tag To Document Link,Contr-Docs-Edit-Delete,Controller,FORM,rid-del-tag-doc-link-form,,45,Delete a tag to document link. ,
rid-del-transaction-group-form,Delete Transaction Group,Contr-Docs-Edit-Delete,Controller,FORM,rid-del-transaction-group-form,,48,Delete a transaction group.,
rid-doc-group-perm-people-notes-update-form,Update Doc Group and People List Link Notes,Contr-Docs-Edit-Update,Controller,FORM,rid-doc-group-perm-people-notes-update-form,,57,Update note for a specific document group and people list ID in the database,
rid-upd-dc-gp-ed-prm-fct-notes-form,Update Doc Group Edit Permission Function List Link Notes,Contr-Docs-Edit-Update,Controller,FORM,rid-upd-dc-gp-ed-prm-fct-notes-form,,53,Update the note column of a document group edit permission function list.,
rid-upd-doc-group-name-rstr-form-1,Update Doc Group for Connected User,Contr-Docs-Edit-Update,Controller,FORM,rid-upd-doc-group-name-rstr-form,,50,Update a document group name. Only if the connected user has right to the document group.,
rid-upd-doc-int-value-form-1,Update Doc Integer Field Value,Contr-Docs-Edit-Update,Controller,FORM,rid-upd-doc-int-value-form,,5,Update a document integer field value.,
rid-upd-doc-real-value-form-1,Update Doc Real Number Value,Contr-Docs-Edit-Update,Controller,FORM,rid-upd-doc-real-value-form,,11,Update a document real number value.,
rid-upd-doc-text-value-form-1,Update Doc Text Value,Contr-Docs-Edit-Update,Controller,FORM,rid-upd-doc-text-value-form,,14,Update a document text value.,
rid-upd-doc-grp-lnk-notes-rstr-form-1,Update Doc To Doc Group Link Notes,Contr-Docs-Edit-Update,Controller,FORM,rid-upd-doc-grp-lnk-notes-rstr-form,,60,Update the note for a document to document group link.,
rid-upd-doc-xref-text-form-1,Update Document Cross Reference Link Notes,Contr-Docs-Edit-Update,Controller,FORM,rid-upd-doc-xref-text-form,,32,Update the note for a document cross reference link.,
rid-upd-document-id-form-1,Update Document ID,Contr-Docs-Edit-Update,Controller,FORM,rid-upd-document-id-form,,2,Update a document ID.,
rid-upd-doc-transaction-group-form-1,Update Document Transaction Group,Contr-Docs-Edit-Update,Controller,FORM,rid-upd-doc-transaction-group-form,,47,Update a document transaction group. Is permitted when document ID is locked.,
all-documents-form-CD,All Documents,Contr-Docs-Search,Controller,CHAIN,list-all-docs,,50,List all documents in the system.  Filters by view permission but not by filter group.,
ControllerDocGroupsRestr,Controller Document Groups Restricted,Contr-Docs-Search,Controller,READ,contr-doc-groups-restr,,2,List all of the controller level document groups that the connected user has rights to.,
ControllerDocuments,Controller Documents,Contr-Docs-Search,Controller,READ,controller-documents,,4,Select document metadata for all documents which the controller connected user has rights to.,
doc-groups-by-f-list-form,Doc Groups By Function List,Contr-Docs-Search,Controller,FORM,doc-groups-by-f-list-form,,,List all document groups for a given Function List.,
doc-groups-by-p-list-form,Doc Groups By People List for Connected User,Contr-Docs-Search,Controller,FORM,doc-groups-by-p-list-form,,,Doc Groups by People List for Connected User,
all-docs-by-br-tr-node-form-CM,Docs By Browsing Tree Node -- Unfiltered,Contr-Docs-Search,Controller,FORM,all-docs-by-br-tr-node-form,,,Select all of the documents via selection of a browsing tree node.  No filter group is applied.,
all-docs-by-dty-funct-form-CM,Docs By Duty Function -- Unfiltered,Contr-Docs-Search,Controller,FORM,all-docs-by-dty-funct-form,,,Select metadata for documents linked to a given duty function.  No filter group is applied.,
